Claims,Beneficiaries,Female_Ratio,Age,Pens_ratio,Depen_ratio
2.184504521,-0.358834319,0.689601498,0.677515426,-0.09974976,-0.862774052
-0.766781149,-0.044457241,0.032520481,-0.156463101,-0.288555903,0.069938032
-0.659086141,0.252346349,0.540547969,-0.675955517,-0.613330647,0.387619318
1.70523139,-0.371791921,0.301818209,1.220621133,0.947138028,-0.263229732
0.332545844,-0.323583848,0.061752525,-0.049129958,-0.241354367,0.15857784
0.687933498,-0.392677256,-0.228358268,0.301849423,0.210230473,1.152830259
-0.476997199,-0.36293273,-0.377153143,-0.380789372,-0.163859309,0.218402746
-0.203423295,-0.359848573,-0.477942209,0.310436074,-0.225150855,0.131901963
-0.194437291,-0.249853853,0.757421727,-0.66307554,-0.53794909,0.850016871
-0.476781848,-0.367134636,-0.380199,0.558375636,0.003107317,-0.738187934
1.270849125,-0.350637498,0.120579658,0.677515426,0.229956488,0.18164277
-0.046295476,0.232516665,1.289370796,-0.855201867,-0.647851173,0.145872479
0.011242359,-0.30642434,-0.858247381,-0.885255148,-0.588673129,0.882086869
-0.791663962,-0.269352353,-1.231752644,-1.055914846,-0.709142719,0.497039562
0.147794383,-0.134187596,-0.434036258,-0.542862419,-0.376618469,0.221471941
2.835980032,-0.309694789,0.308730165,1.742260212,1.386041859,-0.699104894
-0.324058932,-0.351299867,-0.008053999,0.3147294,0.139075919,0.011851592
-0.843720138,-0.297896334,-0.396234478,-0.796168638,-0.610512645,0.276606042
-1.030076943,-0.14016962,-0.114398854,-0.765042027,-0.594309133,0.032393086
0.233699799,0.032832989,0.086740849,0.826708496,0.525846711,-0.090010286
-0.521320321,0.193333375,-0.195619394,-0.553595733,-0.475248543,0.214199796
-0.729779955,0.065371886,-0.046633072,-0.577209025,-0.51047357,0.014288406
1.254815275,-0.163994219,0.074452183,0.690395403,0.315905553,0.150577657
-0.07568108,-0.22892712,-0.199109768,-0.69312882,-0.556970605,0.638608412
-0.185627483,-0.336500051,0.019574908,-0.702788803,-0.610512645,0.772855445
-0.989121125,-0.401018971,1.609543584,3.622736891,4.82682245,-1.899187602
-0.877647688,-0.310460654,-0.764487272,-0.460215898,-0.443546019,1.088081044
-0.626548583,-0.386695233,-0.485320832,0.034589895,-0.33787094,1.360939585
-0.08484328,-0.253931565,0.352306962,0.276089468,0.156688433,-0.193924369
3.638671002,-0.403171671,0.525498238,3.073191195,3.118408663,-1.771313419
3.107106767,-0.389531002,0.928180007,2.959418062,3.078956633,-1.666930714
1.164328758,-0.399238853,0.01095937,1.443874072,1.553712985,-0.543913303
0.794747525,-0.134332489,0.262697059,0.930821645,0.988703559,-0.350551703
-0.881876396,-0.309549896,-1.32163018,-1.045181532,-0.753526253,1.71296531
0.27109254,-0.270408004,-0.359980166,-0.293849525,-0.299827911,0.17089913
0.050494948,5.681332979,-0.319293636,-0.77470201,-0.529495084,2.347183628
-0.74822182,2.672375066,-0.930890725,-1.205107916,-0.692234707,0.471571127
-0.889746491,-0.402695593,-0.38593193,-0.947508371,-0.735209239,-1.28524338
-0.826961926,-0.364981935,-0.708538361,-0.635168923,-0.526677082,0.040403832
0.612795625,-0.36467145,-0.351494025,0.236376205,-0.269534388,0.872484638
-0.807834854,-0.328717211,-0.3872242,-0.6856155,-0.544289595,1.187616862
-0.550549306,-0.334098962,-0.703272749,-0.877741828,-0.625307156,1.466983327
-0.517639779,-0.314600463,-1.214094174,-0.733915415,-0.59008213,0.72358609
0.391551981,-0.38891003,-0.563383002,0.264282822,-0.091295754,0.800228227
-0.915118738,-0.393339626,-1.535644921,-0.561109054,-0.716187725,-0.149853483
0.044073577,-0.253641778,-0.746572877,0.089329798,-0.160336806,0.345489627
-0.022469839,-0.263970601,-0.780481962,0.32224272,-0.106090265,0.25831051
-0.310981262,-0.40277839,-1.433562757,2.200572736,1.880601231,-1.953462726
-0.892585207,-0.226236244,-2.497150083,-0.488122516,-0.735209239,-0.360409471
0.173714795,-0.227974964,0.390100585,-0.103869861,-0.235013862,-0.628114225
-1.022324312,-0.392263275,0.205968007,-0.777922004,-0.660532183,-1.636492763
-0.013483835,-0.321845128,0.040038114,-0.977561651,-0.707733718,-0.113925202
2.122072349,-0.40081198,1.875541914,3.752609995,4.923339022,-1.882847438
-0.241031386,-0.252917312,-0.599107369,-0.473095876,-0.415365998,0.677414992
0.806004502,-0.122244248,-0.033078049,0.308289411,0.47160017,-0.075221231
0.199556899,-0.213382138,0.703587496,-0.395816012,-0.499906062,0.736703496
-0.461276586,-0.118352828,0.448525879,-0.718888775,-0.661941184,1.107789966
-1.003412591,-0.391021333,0.467216894,-0.628728934,-0.413252497,0.126235716
4.629656935,-0.405427867,1.306920244,2.782318375,3.038095603,-1.561446695
0.621703319,-0.393484519,-0.664650933,0.087183135,-0.001119686,0.620004204
-0.777255032,0.047777699,0.551415821,-0.831588576,-0.702802215,-1.220833705
0.236421051,-0.379450567,0.950124356,-0.257356257,-0.292782906,0.732698563
-0.980017656,-0.346849573,-1.34054399,-0.889548473,-0.687303203,-2.590216619
-0.080379644,-0.38394226,1.056037116,-0.466655887,-0.592195631,-0.235191068
0.025670867,-0.17871124,0.346399057,-0.613702294,-0.416070499,0.777199703
0.525735145,-0.008854885,0.696941505,-0.290629531,-0.368868963,0.634708553
-0.689998778,-0.307045312,0.6239987,-0.879888491,-0.673213192,0.529419567
0.452985708,-0.277735465,0.469668064,0.262136159,0.134144416,-0.093664844
1.418893054,-0.325115577,0.034344204,0.581988928,0.337040569,0.562000575
-0.209551006,-0.310067372,0.078491275,-0.52139579,-0.432274011,0.293603609
-0.706189247,-0.394622966,-0.064968129,-0.373276052,-0.450591025,-1.398215867
3.556074158,-0.397852017,2.906999472,4.436322121,5.458759426,-2.174475959
-0.717641998,-0.327495967,-0.687062215,-0.49885583,-0.48370255,0.658639668
0.623386972,-0.063293371,-0.080261045,0.690395403,0.194026961,0.451937919
-0.301662443,-0.077472216,-1.283650401,-0.46880255,-0.640101667,0.200255065
0.120268627,-0.051743304,-0.496479572,-0.509589144,-0.370982465,0.845114309
-0.080751613,-0.088256418,-0.224668893,-0.687762163,-0.627420658,0.49571565
-0.128344154,-0.115517059,0.028694958,-0.492415841,-0.513291572,-0.276054348
-0.842741271,0.417152137,-0.470908673,-0.248769605,-0.306168416,0.809781934
0.103980271,-0.370819066,-0.08892453,0.192369616,0.110191398,0.174552561
-0.988670845,-0.389199817,-2.573965265,-0.731768752,-0.761275759,-0.777413039
-0.14884164,-0.204792035,0.678113783,-0.480609196,-0.31180442,0.164902457
1.957877106,-0.383983658,0.458861637,2.283219257,2.1053369,-1.332106047
-0.167655475,-0.362746439,-0.083989516,0.836368479,0.463850664,0.116862757
3.166386985,-0.363615799,0.608723589,2.111486227,1.965845795,-1.116547853
-0.489115579,-0.117793953,-0.165622069,0.473582453,0.215866477,0.372368064
0.213730901,-0.276659115,-0.227069143,-0.52139579,-0.254739877,1.205047434
-0.577331123,-0.397127551,-7.010826255,0.887888388,-0.754935254,-2.889835393
2.565518927,-0.372930368,0.067811205,1.191641184,0.773126397,0.034962377
1.081477409,-0.327061287,0.183700939,0.592722242,0.398332115,0.406540645
-0.779858819,-0.379905946,-0.942382759,-0.343222772,-0.316735924,0.139838174
-0.385610124,-0.270697791,-0.288761904,-0.316389486,-0.301941413,0.603128525
0.494391806,-0.32937958,0.092086355,0.423135875,0.234183491,0.211174852
0.12749267,0.890829057,-0.516988641,-0.573989031,-0.478066545,1.209111562
1.937986517,-0.378912392,0.388504822,1.348347574,1.076061625,-0.804156275
0.378043608,0.362196175,0.102061305,0.291116108,0.163733438,0.231992961
-0.51223643,-0.308225157,-0.085451841,-0.404402664,-0.314622422,0.071876649
-0.460610956,-0.340474268,-0.36984097,0.52402903,0.221502482,-0.488371794
-0.143203363,-0.299759248,-0.110839777,-0.148949781,-0.306168416,1.52436337
-0.086526932,-0.323645945,-0.327150103,-0.454849241,-0.155405302,-0.46633765
0.327886435,-0.205413006,-0.11084557,-0.203689685,-0.213174346,0.219944802
0.850073119,-0.197982049,0.556138812,0.62062886,0.309565048,0.142198918
0.871901866,-0.149235801,0.35887603,0.778408581,0.447647152,0.101934171
-0.312371254,-0.196947097,0.291529206,-0.20798301,-0.263193884,-0.399560586
-0.963553104,-0.329006997,0.025910224,-0.867008513,-0.698575211,-0.576822868
-0.503661551,0.490882131,0.238608458,-0.780068667,-0.728868734,2.69094272
-0.685907112,-0.286222073,-0.282616231,-0.520322459,-0.492861056,-1.271591462
1.085960622,-0.239214545,0.686887267,0.29970276,0.329995563,-0.132531849
-0.627997307,-0.100903534,0.507077845,-0.741428735,-0.489338554,0.366715306
-0.23169299,1.398100526,1.12645991,-0.898135125,-0.64362417,1.04671883
-0.600921831,-0.019411398,-0.207987225,-0.673808854,-0.59008213,1.162715288
-0.339016028,-0.090905895,-0.222512078,-0.377569378,-0.399866986,0.379882204
-0.887808333,-0.126860135,-0.223560725,-0.599748985,-0.544994096,-0.040645194
-1.032974391,-0.387812981,0.271703876,-0.689908826,-0.609808145,-2.314107768
-0.431793095,0.024781061,0.416705603,-0.712448786,-0.462567534,2.237350233
-0.315229547,0.485127797,0.305640143,-0.809048616,-0.647146673,3.266902592
-0.513215298,1.136092028,-0.768185505,-0.858421862,-0.675326694,2.7225395
1.00238491,-0.355625968,0.21011586,1.354787563,1.434652395,-0.499513563
-0.681521785,-0.013988248,-0.779334889,-0.361469406,-0.599240637,0.635537
0.686093227,-0.272250219,0.228019412,-0.077036575,-0.505542066,-0.176343889
-0.580111107,-0.348774584,0.894641357,-1.171834642,-0.75000375,1.643515772
-0.184511574,-0.364899139,0.498481263,0.53154235,0.266590515,-0.183555712
1.501196238,-0.275003192,0.450123021,1.291461008,1.054926609,-0.521066722
-0.903176553,-0.269807732,0.143958853,-0.645902237,-0.449886524,-1.048066519
0.33908468,-0.315138638,0.711933073,-0.154316439,-0.056775228,0.593751912
-0.521868487,-0.09837825,0.692667604,-0.81226861,-0.52385908,-1.125471118
-0.022332798,-0.065673761,0.8967624,0.076449821,0.1137139,-0.104612297
0.732021693,-0.282516945,0.308865175,0.168756324,0.004516318,0.641828832
0.133013483,-0.199286089,-0.407110847,0.938334965,0.679427826,-0.711737956
-0.853763319,-0.372474989,-0.033519287,0.198809604,0.024946834,-0.891518041
-0.28748844,-0.233832793,1.357005335,-0.566475711,-0.416070499,-0.494793439
-0.339348843,4.628827995,-0.038362592,-0.642682243,-0.518927576,-0.062556888
-0.566994281,2.823043406,-0.084410711,-0.772555347,-0.509064569,0.31211789
-0.547299466,5.873606397,0.040562555,-0.642682243,-0.533017587,0.414989892
-0.158806512,-0.381106491,-0.351805688,-0.826221919,-0.628829659,1.437979237
-0.630033352,-0.363222517,-0.201474546,-0.621215614,-0.516109574,-0.049660115
-1.121835987,-0.381168588,-1.491856222,-0.14036313,-0.385072475,-1.280126148
-0.090814372,-0.293963516,0.025840752,-0.330342794,-0.435796514,0.911884766
0.826991422,-0.297461654,-0.078022868,0.254622839,-0.062411232,0.584115429
-0.409122523,-0.39129042,-0.196198254,0.528322356,0.160915436,-0.014064511
-1.267902603,0.222353435,0.02387724,-0.886328479,-0.685894202,2.88802438
-0.949751072,0.155164338,0.364798615,-0.813341941,-0.614739648,1.352200878
-0.921520531,0.696092452,0.651824727,-0.988294966,-0.688712204,0.904909226
-0.698867318,5.767213312,0.857835428,-0.907795108,-0.637283665,1.23998904
0.062985298,0.510980903,0.757773144,-0.007270032,-0.146246795,0.353353436
-0.650883231,-0.129364719,0.222443868,-0.175783067,-0.204015839,0.10149554
-0.3739616,-0.388019971,0.135266635,-0.414062647,-0.399866986,-1.129413603
-0.895463077,-0.318181397,-0.672992271,-0.784361993,-0.526677082,-1.131426175
-1.245995548,-0.368045394,-1.255688251,-1.047328195,-0.728164234,-2.201638943
-0.504385913,-0.328137637,0.185065695,-0.624435608,-0.435092013,-0.754200346
-0.65812685,0.04018115,1.207420664,-0.715668781,-0.646442172,0.465481088
0.823898201,-0.332919117,0.790275939,0.366249309,0.024242333,0.026133634
-0.288349844,-0.317498329,0.334925644,0.100063112,-0.177949319,0.267980614
-0.049897708,-0.353638859,0.433194196,-0.227302976,-0.310395419,-0.538472327
-0.429737473,-0.354446122,0.171476358,-1.127828053,-0.702802215,-1.959176595
-0.417482051,-0.088815292,0.018736097,-0.541789088,-0.44495502,-0.247438527
-0.627468719,-0.03516337,-0.25546564,-0.142509793,-0.273056891,-0.177410339
-0.685789647,-0.270366606,-0.600968997,-0.657708883,-0.492156556,-1.368124512
-0.798339839,-0.313089432,-0.097730224,-0.302436177,-0.292782906,-1.214341661
-0.946011798,-0.100303261,0.440454974,-1.038741543,-0.71055172,-1.588192935
-0.630601095,0.341662724,0.585457171,-1.018348246,-0.606990142,1.384778905
-0.95627033,-0.138699988,-1.17511335,-1.062354835,-0.766207262,2.777557212
0.867594849,0.402973292,-0.452549075,0.873935079,0.107373396,-0.164702448
-0.209648893,-0.38350758,0.46639833,1.704693612,1.655161061,-0.74739963
-0.505521399,-0.212657672,0.375925896,-0.379716041,-0.363232959,0.351683219
-0.349587798,-0.30145657,0.422819448,0.104356438,0.060876361,-0.181522454
-0.752861652,-0.335196011,0.420002582,-0.659855546,-0.509769069,-0.917859543
-0.473277502,-0.149442791,-0.663430534,-1.160027996,-0.677440196,2.823743512
-0.136938611,0.271948344,0.597273622,-0.646975569,-0.522450079,-0.409101979
-0.71570384,-0.129633806,-0.201707879,-0.672735523,-0.47102154,1.879303233
-0.402505378,-0.150726132,0.121049456,-0.847688547,-0.628125158,1.819772591
-0.62923068,-0.033403951,-1.227056764,-1.284534443,-0.747185748,1.58266748
-0.205204834,0.22916342,0.769782584,-0.748942055,-0.636579165,0.20209586
-0.904214153,0.020703349,-7.812375311,0.273942805,-0.767616263,-2.924138637
-0.742074532,-0.337162421,-0.497897082,-0.388302692,-0.263898384,-0.463978865
-0.559124186,-0.306776224,0.160627291,-0.719962106,-0.478771046,0.024529309
0.008423221,0.016480744,0.451961413,-0.520322459,-0.328007932,0.00113433
1.032925578,-0.374793282,0.52361488,0.733328661,0.567412242,-0.586420687
1.509281684,-0.336562148,0.232154348,0.352296,0.199662965,0.134783987
-0.716017077,-0.394022694,-0.423119314,-0.748942055,-0.668281689,1.03899542
-0.636689651,-0.169375971,-0.511161668,-0.0437633,-0.108203767,-1.471463885
-1.082270161,-0.399342348,0.477297694,0.488609093,0.129917413,-0.423335121
-0.857933295,-0.393422422,-0.302808209,-0.11030985,-0.199084335,-0.455757298
-1.25750703,-0.401702039,-1.698011827,-1.48417409,-0.769729765,-0.332468642
-0.183141159,-0.120774616,-0.001799118,0.066789838,-0.119475775,0.444593064
0.954616174,-0.377960236,0.507266666,1.16588123,0.954887534,-0.170689342
-1.103863979,-0.389717293,0.248997236,-0.527835779,-0.473839542,1.175189112
-0.681678404,-0.33349869,-1.126981012,-0.716742112,-0.743663245,0.734070245
